industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
fabricacion de todos los demas tipos de productos quimicos y preparados,,,Servicios y Tecnologías de la Información,42.20183486238532,Logística y Cadena de Suministro,40.0,Productos Farmacéuticos,35.16483516483517,"Sanidad, Bienestar y Ejercicio",34.69387755102041,Servicios Profesionales,32.967032967032964
fabricacion de vehiculos automotores,,,Servicios y Tecnologías de la Información,44.15584415584416,Telecomunicaciones,40.74074074074074,Servicios Profesionales,40.67796610169491,Logística y Cadena de Suministro,38.23529411764706,Consultoría de Gestión,37.93103448275862
fabricacion de vehiculos de moto,,,Servicios y Tecnologías de la Información,48.57142857142857,Banca de Inversión,42.5531914893617,Educación Superior,42.5531914893617,Servicios Públicos,42.5531914893617,Telecomunicaciones,42.5531914893617
fabricacion de vehiculos de motor,,,Servicios y Tecnologías de la Información,47.88732394366197,Servicios Públicos,45.833333333333336,Consultoría de Gestión,42.30769230769231,Desarrollo de Software,42.30769230769231,Banca de Inversión,41.666666666666664
fabricacion de vehiculos motorizado,,,Servicios y Tecnologías de la Información,50.0,Consultoría de Gestión,42.10526315789474,Servicios Públicos,41.509433962264154,Productos Farmacéuticos,41.37931034482759,Logística y Cadena de Suministro,38.80597014925373
fabricacion de vehiculos motorizados,,,Servicios y Tecnologías de la Información,51.94805194805195,Consultoría de Gestión,41.37931034482759,Servicios Públicos,40.74074074074074,Productos Farmacéuticos,40.67796610169491,Servicios Profesionales,40.67796610169491
fabricacion lineas de sellantes,,,Servicios y Tecnologías de la Información,47.22222222222222,Banca de Inversión,44.89795918367347,Telecomunicaciones,40.816326530612244,Hospitales y Atención Sanitaria,38.70967741935484,Logística y Cadena de Suministro,38.095238095238095
fabricacion maquinaria y equipo industrial,,,Hospitales y Atención Sanitaria,49.31506849315068,"Sanidad, Bienestar y Ejercicio",38.888888888888886,Logística y Cadena de Suministro,37.83783783783784,Marketing y Publicidad,37.5,Educación Superior,36.666666666666664
fabricacion maquinaria y equipos industriales,,,Hospitales y Atención Sanitaria,52.63157894736842,"Sanidad, Bienestar y Ejercicio",40.0,Logística y Cadena de Suministro,38.96103896103896,Servicios y Tecnologías de la Información,37.2093023255814,Marketing y Publicidad,35.82089552238806
fabricacion partes de vehiculos de motor,,,Servicios y Tecnologías de la Información,46.15384615384615,Servicios Profesionales,43.333333333333336,Consultoría de Gestión,40.67796610169491,Desarrollo de Software,40.67796610169491,Educación Superior,40.0
fabricacion partes vehiculos de motor,,,Servicios y Tecnologías de la Información,46.15384615384615,Servicios Profesionales,43.333333333333336,Consultoría de Gestión,40.67796610169491,Desarrollo de Software,40.67796610169491,Educación Superior,40.0
fabricacion plastico,,,Educación Superior,47.36842105263158,Servicios Públicos,42.10526315789474,Telecomunicaciones,42.10526315789474,Productos Farmacéuticos,41.86046511627907,Servicios Profesionales,41.86046511627907
fabricacion productos quimicos,,,Productos Farmacéuticos,56.60377358490566,Dispositivos Médicos,44.0,Servicios y Tecnologías de la Información,42.25352112676056,Educación Superior,41.666666666666664,Servicios Públicos,41.666666666666664
fabricacion y comercializacion de papel,,,Servicios y Tecnologías de la Información,50.0,Telecomunicaciones,45.6140350877193,Hospitales y Atención Sanitaria,40.0,Desarrollo de Software,39.34426229508197,Servicios Profesionales,38.70967741935484
fabricacion y comercializacion de revestimientos ceramicos pisos muros azulejos,,,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,36.03603603603604,"Sanidad, Bienestar y Ejercicio",31.19266055045871,Telecomunicaciones,30.927835051546396,Hospitales y Atención Sanitaria,30.909090909090907
fabricacion y distribucion de productos farmaceuticos,,,Productos Farmacéuticos,52.63157894736842,Servicios y Tecnologías de la Información,46.808510638297875,Logística y Cadena de Suministro,40.0,"Sanidad, Bienestar y Ejercicio",38.55421686746988,Servicios Profesionales,36.8421052631579
fabricacion y distribucion de tableros aglomerados de madera,,,Servicios y Tecnologías de la Información,44.89795918367347,Logística y Cadena de Suministro,42.69662921348315,"Sanidad, Bienestar y Ejercicio",39.08045977011494,Marketing y Publicidad,37.9746835443038,Telecomunicaciones,37.333333333333336
fabricacion y produccion de azucar de alta pureza,,,Servicios y Tecnologías de la Información,43.67816091954023,Logística y Cadena de Suministro,41.02564102564103,"Sanidad, Bienestar y Ejercicio",39.473684210526315,Productos Farmacéuticos,37.68115942028985,Educación Superior,37.5
fabricacion y suministros,,,Logística y Cadena de Suministro,56.14035087719298,Productos Farmacéuticos,45.833333333333336,Hospitales y Atención Sanitaria,42.857142857142854,Marketing y Publicidad,42.5531914893617,Servicios y Tecnologías de la Información,42.42424242424242
fabricacion y suministros para negocios,,,Logística y Cadena de Suministro,50.70422535211268,Productos Farmacéuticos,45.16129032258065,Servicios y Tecnologías de la Información,45.0,Hospitales y Atención Sanitaria,42.857142857142854,Servicios Profesionales,38.70967741935484
fabricacion y ventas de medicamentos veterinarios,,,Servicios y Tecnologías de la Información,53.333333333333336,Hospitales y Atención Sanitaria,45.0,Logística y Cadena de Suministro,44.44444444444444,Banca de Inversión,41.791044776119406,Servicios Profesionales,41.666666666666664
fabricacioon de vehiculos de motor,,,Servicios y Tecnologías de la Información,47.22222222222222,Desarrollo de Software,45.283018867924525,Servicios Públicos,44.89795918367347,Consultoría de Gestión,41.509433962264154,Banca de Inversión,40.816326530612244
fabricamos productos de carton y cartoncillo,,,Productos Farmacéuticos,50.74626865671642,Servicios y Tecnologías de la Información,44.705882352941174,Desarrollo de Software,42.42424242424242,Logística y Cadena de Suministro,42.10526315789474,"Sanidad, Bienestar y Ejercicio",37.83783783783784
fabricamos y comercializamos tubos,,,Servicios Profesionales,42.10526315789474,Envases y Embalajes,41.509433962264154,Hospitales y Atención Sanitaria,40.0,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,39.39393939393939
fabricante de acero,,,Desarrollo de Software,53.65853658536585,Banca de Inversión,48.648648648648646,Logística y Cadena de Suministro,43.13725490196079,Marketing y Publicidad,39.02439024390244,Servicios Públicos,37.83783783783784
fabricante de aparatos electronicos,,,Desarrollo de Software,45.6140350877193,Telecomunicaciones,45.283018867924525,Productos Farmacéuticos,44.827586206896555,Logística y Cadena de Suministro,41.791044776119406,Banca de Inversión,41.509433962264154
fabricante de laminas y empaques de carton,,,Logística y Cadena de Suministro,47.88732394366197,Hospitales y Atención Sanitaria,45.714285714285715,Marketing y Publicidad,42.622950819672134,Servicios y Tecnologías de la Información,40.0,Servicios Profesionales,38.70967741935484
fabricante de listones,,,Banca de Inversión,50.0,Telecomunicaciones,45.0,Logística y Cadena de Suministro,44.44444444444444,Consultoría de Gestión,40.90909090909091,Productos Farmacéuticos,40.0
fabricante de plastico,,,Banca de Inversión,50.0,Consultoría de Gestión,40.90909090909091,Logística y Cadena de Suministro,40.74074074074074,Educación Superior,40.0,Servicios y Tecnologías de la Información,38.095238095238095
fabricante de telas sinteticas,,,Servicios y Tecnologías de la Información,47.88732394366197,Banca de Inversión,45.833333333333336,Logística y Cadena de Suministro,41.935483870967744,Hospitales y Atención Sanitaria,39.34426229508197,Consultoría de Gestión,38.46153846153846
fabricante de tornillos y sujetadores especiales,,,Hospitales y Atención Sanitaria,45.56962025316456,Logística y Cadena de Suministro,42.5,Servicios y Tecnologías de la Información,40.449438202247194,Servicios Profesionales,39.436619718309856,Consultoría de Gestión,37.142857142857146
fabricantes de equipos agricolas,,,Desarrollo de Software,48.148148148148145,Banca de Inversión,44.0,Productos Farmacéuticos,43.63636363636363,Servicios y Tecnologías de la Información,41.0958904109589,Consultoría de Gestión,40.74074074074074
fabricas de azucar y de alcohol,,,Servicios y Tecnologías de la Información,40.57971014492754,Desarrollo de Software,40.0,Logística y Cadena de Suministro,40.0,Marketing y Publicidad,40.0,Banca de Inversión,39.130434782608695
facilities services,,,Servicios Profesionales,57.142857142857146,Servicios Públicos,54.054054054054056,Dispositivos Médicos,46.15384615384615,Productos Farmacéuticos,42.857142857142854,Envases y Embalajes,42.10526315789474
facturacion electronica,,,Telecomunicaciones,63.41463414634146,Servicios Profesionales,39.130434782608695,Servicios Públicos,39.02439024390244,"Sanidad, Bienestar y Ejercicio",37.735849056603776,Hospitales y Atención Sanitaria,37.03703703703704
farm equipment,,,Venta al por Mayor,37.5,Hospitales y Atención Sanitaria,35.55555555555556,Venta Minorista,34.48275862068965,Educación Superior,31.25,Seguros,28.57142857142857
farmaceutica,,,Productos Farmacéuticos,51.42857142857143,Marketing y Publicidad,41.1764705882353,Venta Minorista,37.03703703703704,Banca,35.294117647058826,Servicios y Tecnologías de la Información,33.9622641509434
farmacias minoristas,,,Productos Farmacéuticos,51.16279069767442,Venta Minorista,45.714285714285715,Logística y Cadena de Suministro,42.30769230769231,Envases y Embalajes,41.02564102564103,Servicios y Tecnologías de la Información,39.34426229508197
farmacos especializados fabricacion de productos farmaceuticos,,,Productos Farmacéuticos,47.05882352941177,Servicios y Tecnologías de la Información,38.83495145631068,Logística y Cadena de Suministro,36.170212765957444,Hospitales y Atención Sanitaria,34.40860215053763,Dispositivos Médicos,34.14634146341463
farmacos y articulos diversos para la venta al por mayor,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,41.23711340206186,Logística y Cadena de Suministro,34.09090909090909,Productos Farmacéuticos,32.911392405063296,Hospitales y Atención Sanitaria,32.183908045977006
farming,,,Marketing y Publicidad,34.48275862068965,Banca,33.33333333333333,Banca de Inversión,32.0,Venta Minorista,27.272727272727266,Productos Farmacéuticos,26.66666666666667
ferretria,,,Venta Minorista,33.33333333333333,Desarrollo de Software,32.25806451612904,Marketing y Publicidad,32.25806451612904,Reaseguros,31.578947368421055,Servicios Profesionales,31.25
fideicomiso publico,,,Servicios Públicos,43.24324324324324,Telecomunicaciones,43.24324324324324,Servicios Profesionales,42.857142857142854,Dispositivos Médicos,41.02564102564103,Marketing y Publicidad,39.02439024390244
financial services,,,Servicios Profesionales,58.53658536585366,Banca de Inversión,50.0,Servicios Públicos,50.0,Servicios y Tecnologías de la Información,40.67796610169491,Educación Superior,38.888888888888886
financiamientos agiles y convenientes,,,Hospitales y Atención Sanitaria,44.11764705882353,Logística y Cadena de Suministro,43.47826086956522,Envases y Embalajes,42.857142857142854,Servicios Profesionales,40.0,Telecomunicaciones,40.0
financieros,,,Reaseguros,47.61904761904762,Servicios Profesionales,47.05882352941177,Seguros,44.44444444444444,Banca de Inversión,41.37931034482759,Educación Superior,41.37931034482759
finanza,,,Banca,50.0,Venta Minorista,45.45454545454545,"Sanidad, Bienestar y Ejercicio",27.02702702702703,Servicios Profesionales,26.66666666666667,Hospitales y Atención Sanitaria,26.315789473684205
finanzas,,,Banca,46.15384615384615,Venta Minorista,43.47826086956522,Servicios Profesionales,32.25806451612904,Banca de Inversión,30.769230769230774,Telecomunicaciones,30.769230769230774
finca raiz,,,Banca de Inversión,42.857142857142854,Servicios Profesionales,42.42424242424242,Banca,40.0,Venta Minorista,40.0,Educación Superior,35.71428571428571
fintec,,,Venta Minorista,38.095238095238095,Banca,36.36363636363637,Servicios Profesionales,34.48275862068965,"Sanidad, Bienestar y Ejercicio",27.77777777777777,Banca de Inversión,25.0
fisioterapeutas terapeutas ocupacionales y logopedas,,,Hospitales y Atención Sanitaria,40.963855421686745,Logística y Cadena de Suministro,40.476190476190474,Servicios Profesionales,40.0,"Sanidad, Bienestar y Ejercicio",39.02439024390244,Servicios y Tecnologías de la Información,38.70967741935484
food,,,Dispositivos Médicos,25.0,Consultoría de Gestión,23.07692307692308,Desarrollo de Software,23.07692307692308,Productos Farmacéuticos,22.22222222222223,Servicios Profesionales,22.22222222222223
food & beverages,,,Banca de Inversión,41.1764705882353,Envases y Embalajes,40.0,Petróleo y Gas,33.33333333333333,Consultoría de Gestión,31.578947368421055,Desarrollo de Software,31.578947368421055
food & drink,,,Banca de Inversión,40.0,Educación Superior,33.33333333333333,Consultoría de Gestión,29.411764705882348,Marketing y Publicidad,29.411764705882348,Productos Farmacéuticos,28.57142857142857
food and beverage services,,,Banca de Inversión,40.90909090909091,Servicios Públicos,40.90909090909091,Servicios Profesionales,40.816326530612244,Petróleo y Gas,35.0,Logística y Cadena de Suministro,34.48275862068965
food production,,,Productos Farmacéuticos,47.36842105263158,Servicios Profesionales,36.8421052631579,Educación Superior,36.36363636363637,Servicios Públicos,36.36363636363637,Telecomunicaciones,36.36363636363637
forest products furniture & textiles,,,Logística y Cadena de Suministro,38.23529411764706,Productos Farmacéuticos,37.28813559322034,Consultoría de Gestión,34.48275862068965,Desarrollo de Software,34.48275862068965,Servicios Profesionales,33.89830508474576
formacion capacitacion educacion difusion tv y radio,,,Servicios y Tecnologías de la Información,40.86021505376344,"Sanidad, Bienestar y Ejercicio",39.02439024390244,Logística y Cadena de Suministro,38.095238095238095,Hospitales y Atención Sanitaria,36.144578313253014,Marketing y Publicidad,35.13513513513513
formacion deportiva y recreativa,,,"Sanidad, Bienestar y Ejercicio",45.16129032258065,Servicios y Tecnologías de la Información,43.83561643835616,Logística y Cadena de Suministro,43.75,Productos Farmacéuticos,40.0,Hospitales y Atención Sanitaria,38.095238095238095
formacion profesional y capacitacion,,,Servicios y Tecnologías de la Información,46.753246753246756,"Sanidad, Bienestar y Ejercicio",39.39393939393939,Hospitales y Atención Sanitaria,38.80597014925373,Logística y Cadena de Suministro,38.23529411764706,Consultoría de Gestión,37.93103448275862
formacion profesional y coaching,,,Servicios y Tecnologías de la Información,49.31506849315068,Consultoría de Gestión,40.74074074074074,Educación Superior,40.0,Productos Farmacéuticos,40.0,Servicios Profesionales,40.0
formacion y soporte de sistemas ti,,,Servicios y Tecnologías de la Información,53.333333333333336,Hospitales y Atención Sanitaria,46.15384615384615,Consultoría de Gestión,42.857142857142854,Logística y Cadena de Suministro,42.42424242424242,Telecomunicaciones,38.46153846153846
fuerzas armadas,,,Productos Farmacéuticos,42.10526315789474,Envases y Embalajes,41.1764705882353,Reaseguros,40.0,Servicios Profesionales,36.8421052631579,Banca de Inversión,36.36363636363637
fuerzas del orden,,,Desarrollo de Software,41.02564102564103,Banca de Inversión,40.0,Educación Superior,40.0,Consultoría de Gestión,35.8974358974359,Telecomunicaciones,34.28571428571429
fundicion de hierro y acero,,,Logística y Cadena de Suministro,50.847457627118644,Servicios y Tecnologías de la Información,47.05882352941177,Telecomunicaciones,44.44444444444444,"Sanidad, Bienestar y Ejercicio",42.10526315789474,Marketing y Publicidad,40.816326530612244
furniture,,,Venta Minorista,33.33333333333333,Educación Superior,29.629629629629633,Telecomunicaciones,29.629629629629633,Venta al por Mayor,29.629629629629633,Logística y Cadena de Suministro,29.268292682926827
ganaderia,,,Banca de Inversión,44.44444444444444,Banca,42.857142857142854,Educación Superior,37.03703703703704,Venta Minorista,33.33333333333333,Reaseguros,31.578947368421055
gas,,,Seguros,40.0,Reaseguros,30.769230769230774,Banca,25.0,Petróleo y Gas,23.529411764705884,Banca de Inversión,19.04761904761905
generacion de energia,,,Banca de Inversión,56.41025641025641,Consultoría de Gestión,46.51162790697674,Telecomunicaciones,46.15384615384615,Logística y Cadena de Suministro,45.283018867924525,Venta Minorista,44.44444444444444
generacion de energia electrica,,,Banca de Inversión,48.97959183673469,Telecomunicaciones,44.89795918367347,Consultoría de Gestión,41.509433962264154,Logística y Cadena de Suministro,41.26984126984127,Servicios Públicos,40.816326530612244
generacion de energia electrica de origen nuclear,,,"Sanidad, Bienestar y Ejercicio",39.473684210526315,Servicios y Tecnologías de la Información,39.08045977011494,Logística y Cadena de Suministro,38.46153846153846,Desarrollo de Software,38.23529411764706,Banca de Inversión,37.5
generacion de energia electrica solar,,,Banca de Inversión,43.63636363636363,Telecomunicaciones,43.63636363636363,Servicios y Tecnologías de la Información,41.02564102564103,Desarrollo de Software,40.67796610169491,Logística y Cadena de Suministro,40.57971014492754
generacion de energia hidraulica,,,"Sanidad, Bienestar y Ejercicio",45.16129032258065,Banca de Inversión,44.0,Servicios y Tecnologías de la Información,43.83561643835616,Logística y Cadena de Suministro,40.625,Consultoría de Gestión,37.03703703703704
generacion de energia renovable,,,Servicios y Tecnologías de la Información,50.0,Banca de Inversión,44.89795918367347,"Sanidad, Bienestar y Ejercicio",42.622950819672134,Desarrollo de Software,41.509433962264154,Logística y Cadena de Suministro,41.26984126984127
generacion de energia termica convencional,,,Servicios Profesionales,46.15384615384615,Hospitales y Atención Sanitaria,43.83561643835616,Servicios y Tecnologías de la Información,43.373493975903614,Logística y Cadena de Suministro,40.54054054054054,Banca de Inversión,40.0
generacion transmision y distribucion de energia electrica,,,Servicios y Tecnologías de la Información,42.42424242424242,Logística y Cadena de Suministro,42.22222222222222,"Sanidad, Bienestar y Ejercicio",40.90909090909091,Servicios Profesionales,37.03703703703704,Hospitales y Atención Sanitaria,35.95505617977528
generacion y comercializacion de energia electrica,,,Servicios y Tecnologías de la Información,50.54945054945055,Logística y Cadena de Suministro,41.46341463414634,Servicios Profesionales,38.35616438356164,Banca de Inversión,38.23529411764706,"Sanidad, Bienestar y Ejercicio",37.5
gestion de edificios,,,Consultoría de Gestión,52.38095238095238,Banca de Inversión,47.36842105263158,Servicios Públicos,42.10526315789474,Telecomunicaciones,42.10526315789474,Dispositivos Médicos,40.0
gestion de inversiones,,,Banca de Inversión,60.0,Consultoría de Gestión,50.0,Telecomunicaciones,50.0,Servicios Profesionales,48.888888888888886,Logística y Cadena de Suministro,44.44444444444444
gestion de organizaciones sin animo de lucro,,,Telecomunicaciones,44.067796610169495,Logística y Cadena de Suministro,43.83561643835616,Servicios Profesionales,43.75,Servicios y Tecnologías de la Información,41.46341463414634,Consultoría de Gestión,41.26984126984127
gestion educativa,,,Educación Superior,51.42857142857143,Consultoría de Gestión,46.15384615384615,Banca de Inversión,40.0,Telecomunicaciones,40.0,Logística y Cadena de Suministro,36.734693877551024
gestion educativa educacion,,,Educación Superior,53.333333333333336,Consultoría de Gestión,44.89795918367347,Telecomunicaciones,44.44444444444444,Banca de Inversión,40.0,Productos Farmacéuticos,40.0
glass ceramics & concrete,,,Telecomunicaciones,41.86046511627907,Productos Farmacéuticos,41.666666666666664,Servicios y Tecnologías de la Información,39.39393939393939,Petróleo y Gas,35.8974358974359,Venta Minorista,35.0
gobierno,,,Seguros,40.0,Servicios Públicos,38.46153846153846,Venta Minorista,34.78260869565217,Reaseguros,33.33333333333333,Servicios Profesionales,32.25806451612904
gobierno y sector publico,,,Marketing y Publicidad,42.5531914893617,Servicios Públicos,41.86046511627907,Servicios y Tecnologías de la Información,39.39393939393939,Logística y Cadena de Suministro,38.59649122807018,Consultoría de Gestión,38.297872340425535
government administration,,,Venta Minorista,50.0,Consultoría de Gestión,42.5531914893617,Logística y Cadena de Suministro,42.10526315789474,Banca de Inversión,41.86046511627907,Productos Farmacéuticos,37.5
grabacion de sonido y peliculas,,,Servicios y Tecnologías de la Información,50.0,Logística y Cadena de Suministro,47.61904761904762,Hospitales y Atención Sanitaria,45.16129032258065,"Sanidad, Bienestar y Ejercicio",42.622950819672134,Consultoría de Gestión,41.509433962264154
graphic design,,,Servicios Profesionales,43.24324324324324,Educación Superior,37.5,Marketing y Publicidad,33.33333333333333,Reaseguros,33.33333333333333,Banca de Inversión,31.25
grocery&related prod wholeslrs,,,Desarrollo de Software,34.61538461538461,Productos Farmacéuticos,33.9622641509434,Servicios Profesionales,33.9622641509434,Venta al por Mayor,33.33333333333333,Servicios y Tecnologías de la Información,30.985915492957744
grocery/specialty foods,,,Servicios y Tecnologías de la Información,37.5,Servicios Profesionales,34.78260869565217,Servicios Públicos,34.14634146341463,Hospitales y Atención Sanitaria,33.33333333333333,Petróleo y Gas,32.432432432432435
guardias de seguridad y servicios de vigilancia,,,Servicios y Tecnologías de la Información,49.411764705882355,"Sanidad, Bienestar y Ejercicio",45.945945945945944,Logística y Cadena de Suministro,44.73684210526316,Hospitales y Atención Sanitaria,40.0,Servicios Profesionales,38.80597014925373
gubernamental,,,Venta Minorista,42.857142857142854,Venta al por Mayor,38.70967741935484,Banca,33.33333333333333,Hospitales y Atención Sanitaria,31.818181818181813,Envases y Embalajes,31.25
hardware/plumb/heat wholeslrs,,,Productos Farmacéuticos,34.61538461538461,Desarrollo de Software,31.372549019607845,Servicios Profesionales,30.769230769230774,Telecomunicaciones,29.787234042553195,Venta al por Mayor,29.787234042553195
health,,,Desarrollo de Software,28.57142857142857,Reaseguros,25.0,Venta al por Mayor,25.0,Hospitales y Atención Sanitaria,21.621621621621628,Servicios Profesionales,20.689655172413794
health services & aged care,,,Servicios Profesionales,44.0,Banca de Inversión,35.55555555555556,Servicios Públicos,35.55555555555556,Venta al por Mayor,35.55555555555556,Envases y Embalajes,34.78260869565217
health wellness & fitness / cpg,,,Hospitales y Atención Sanitaria,32.25806451612904,Servicios y Tecnologías de la Información,30.555555555555557,Venta Minorista,30.434782608695656,Consultoría de Gestión,30.188679245283012,Desarrollo de Software,30.188679245283012
healthcare,,,Desarrollo de Software,43.75,Banca,40.0,Banca de Inversión,35.71428571428571,Telecomunicaciones,35.71428571428571,Logística y Cadena de Suministro,33.33333333333333
healthcare pharmaceuticals and biotech,,,"Sanidad, Bienestar y Ejercicio",35.294117647058826,Hospitales y Atención Sanitaria,34.78260869565217,Productos Farmacéuticos,32.786885245901644,Servicios Profesionales,32.786885245901644,Servicios Públicos,32.14285714285714
hidrobiologicos congelados,,,Servicios Públicos,40.90909090909091,Servicios Profesionales,40.816326530612244,Dispositivos Médicos,39.130434782608695,Productos Farmacéuticos,36.734693877551024,Reaseguros,33.33333333333333
hidrocarburos,,,Reaseguros,43.47826086956522,Seguros,40.0,Educación Superior,38.70967741935484,Productos Farmacéuticos,33.33333333333333,Servicios Profesionales,33.33333333333333
high tech,,,Servicios Públicos,29.629629629629633,Petróleo y Gas,26.086956521739125,Marketing y Publicidad,25.80645161290323,Servicios Profesionales,25.0,Venta Minorista,25.0
high tech software & platform,,,Desarrollo de Software,47.05882352941177,Venta Minorista,36.36363636363637,Consultoría de Gestión,35.294117647058826,Servicios Profesionales,30.769230769230774,Hospitales y Atención Sanitaria,30.0
high technology,,,Servicios y Tecnologías de la Información,35.71428571428571,Petróleo y Gas,34.48275862068965,Hospitales y Atención Sanitaria,30.434782608695656,Servicios Públicos,30.303030303030297,Venta al por Mayor,30.303030303030297
higher education and research,,,Educación Superior,42.5531914893617,Banca de Inversión,38.297872340425535,Telecomunicaciones,38.297872340425535,Logística y Cadena de Suministro,36.0655737704918,Consultoría de Gestión,35.294117647058826
higiene salud nutricion,,,"Sanidad, Bienestar y Ejercicio",49.056603773584904,Telecomunicaciones,43.90243902439025,Servicios Profesionales,43.47826086956522,Marketing y Publicidad,40.0,Banca de Inversión,39.02439024390244
hospitales,,,Hospitales y Atención Sanitaria,43.90243902439025,Servicios Profesionales,42.42424242424242,Venta Minorista,40.0,Consultoría de Gestión,37.5,Telecomunicaciones,35.71428571428571
hospitales y atencion sanitaria,,,Hospitales y Atención Sanitaria,87.09677419354838,Logística y Cadena de Suministro,47.61904761904762,Venta Minorista,43.47826086956522,"Sanidad, Bienestar y Ejercicio",42.622950819672134,Marketing y Publicidad,41.509433962264154
hospitality,,,Hospitales y Atención Sanitaria,47.61904761904762,Venta Minorista,38.46153846153846,Servicios Profesionales,35.294117647058826,Logística y Cadena de Suministro,32.55813953488372,Dispositivos Médicos,32.25806451612904
hospitals,,,Hospitales y Atención Sanitaria,40.0,Servicios Profesionales,37.5,Dispositivos Médicos,34.48275862068965,Venta Minorista,33.33333333333333,Consultoría de Gestión,32.25806451612904
hosteleria,,,Venta Minorista,40.0,Hospitales y Atención Sanitaria,39.02439024390244,Servicios Profesionales,36.36363636363637,Servicios Públicos,35.71428571428571,Telecomunicaciones,35.71428571428571
hotel motel & casino,,,Desarrollo de Software,38.095238095238095,Banca de Inversión,36.8421052631579,Educación Superior,36.8421052631579,Venta al por Mayor,36.8421052631579,Hospitales y Atención Sanitaria,35.294117647058826
hoteleria,,,Servicios Profesionales,37.5,Telecomunicaciones,37.03703703703704,Hospitales y Atención Sanitaria,35.0,Venta Minorista,33.33333333333333,Reaseguros,31.578947368421055
hoteles,,,Reaseguros,35.294117647058826,Servicios Profesionales,33.33333333333333,Telecomunicaciones,32.0,Petróleo y Gas,28.57142857142857,Seguros,28.57142857142857
hoteles y moteles,,,Petróleo y Gas,45.16129032258065,Envases y Embalajes,44.44444444444444,Hospitales y Atención Sanitaria,41.666666666666664,Servicios Profesionales,40.0,Telecomunicaciones,40.0
hrtech tecnologia aplicada al area de recursos humanos,,,Servicios y Tecnologías de la Información,44.21052631578947,Logística y Cadena de Suministro,41.86046511627907,Banca de Inversión,33.33333333333333,Productos Farmacéuticos,31.168831168831176,"Sanidad, Bienestar y Ejercicio",30.95238095238095
human resources,,,Educación Superior,42.42424242424242,Productos Farmacéuticos,42.10526315789474,Reaseguros,40.0,Servicios Profesionales,36.8421052631579,Banca de Inversión,36.36363636363637
import & export,,,Venta al por Mayor,42.42424242424242,Educación Superior,36.36363636363637,Dispositivos Médicos,34.28571428571429,Venta Minorista,33.33333333333333,Productos Farmacéuticos,31.578947368421055
importa articulos de joyeria,,,Desarrollo de Software,48.0,Consultoría de Gestión,44.0,Banca de Inversión,43.47826086956522,Productos Farmacéuticos,43.13725490196079,Hospitales y Atención Sanitaria,40.67796610169491
importacion y distribucion de equipos tecnologicos,,,Servicios y Tecnologías de la Información,52.747252747252745,Logística y Cadena de Suministro,41.46341463414634,Dispositivos Médicos,40.0,Servicios Profesionales,38.35616438356164,"Sanidad, Bienestar y Ejercicio",37.5
importacion y exportacion,,,Telecomunicaciones,46.51162790697674,Marketing y Publicidad,42.5531914893617,Servicios y Tecnologías de la Información,42.42424242424242,Educación Superior,41.86046511627907,Dispositivos Médicos,40.0
importacion y exportacion al por mayor,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,40.50632911392405,Marketing y Publicidad,40.0,Telecomunicaciones,39.285714285714285,"Sanidad, Bienestar y Ejercicio",38.23529411764706
importacion y exportacion para la venta al por mayor,,,Venta al por Mayor,50.0,Servicios y Tecnologías de la Información,45.16129032258065,Hospitales y Atención Sanitaria,38.55421686746988,Logística y Cadena de Suministro,38.095238095238095,"Sanidad, Bienestar y Ejercicio",36.58536585365854
imprenta,,,Venta Minorista,52.17391304347826,Venta al por Mayor,38.46153846153846,Banca,30.769230769230774,Hospitales y Atención Sanitaria,30.769230769230774,Envases y Embalajes,29.629629629629633
individual & family services,,,Servicios Profesionales,47.05882352941177,Servicios Públicos,39.130434782608695,Envases y Embalajes,38.297872340425535,Banca de Inversión,34.78260869565217,Servicios y Tecnologías de la Información,34.78260869565217
industria,,,Venta Minorista,41.666666666666664,Educación Superior,37.03703703703704,"Sanidad, Bienestar y Ejercicio",35.8974358974359,Hospitales y Atención Sanitaria,35.0,Consultoría de Gestión,32.25806451612904
industria aeroespacial y aviacion,,,Hospitales y Atención Sanitaria,53.125,Servicios Profesionales,50.0,"Sanidad, Bienestar y Ejercicio",47.61904761904762,Logística y Cadena de Suministro,46.15384615384615,Marketing y Publicidad,43.63636363636363
industria alimentaria,,,Venta Minorista,50.0,Logística y Cadena de Suministro,45.283018867924525,"Sanidad, Bienestar y Ejercicio",43.13725490196079,Telecomunicaciones,41.02564102564103,Venta al por Mayor,41.02564102564103
industria automotriz,,,Venta Minorista,40.0,Logística y Cadena de Suministro,38.46153846153846,Consultoría de Gestión,38.095238095238095,Productos Farmacéuticos,37.2093023255814,Venta al por Mayor,36.8421052631579
industria de autopartes,,,Consultoría de Gestión,48.888888888888886,Hospitales y Atención Sanitaria,44.44444444444444,Banca de Inversión,43.90243902439025,Logística y Cadena de Suministro,43.63636363636363,Venta Minorista,42.10526315789474
